Date,AAPL,BAC,COP,COST,CVX,EWA,EWC,GOOGL,GS,JNJ,JPM,KO,MCD,META,MRK,MS,MSFT,NVDA,PEP,PFE,QQQ,SLB,SPY,UNH,WMT,XOM
2022-06-10,134.31556701660156,29.804323196411133,99.94601440429688,441.1596374511719,147.93080139160156,19.470346450805664,33.41722106933594,110.11370086669922,258.6877746582031,152.99217224121094,107.55487823486328,54.191890716552734,214.8168487548828,174.0416717529297,76.6474380493164,67.50135803222656,244.31626892089844,16.927003860473633,141.0183868408203,39.301753997802734,281.3326721191406,42.739662170410156,367.90966796875,448.2579345703125,38.54826736450195,87.27392578125
2022-06-13,129.17332458496094,28.771013259887695,95.60873413085938,430.62841796875,141.12461853027344,18.626455307006836,32.28271484375,105.38964080810547,255.35299682617188,151.4493865966797,104.35209655761719,54.130130767822266,215.8032989501953,162.83006286621094,74.7308120727539,65.56525421142578,233.95416259765625,15.603680610656738,138.60618591308594,37.681556701660156,268.251708984375,40.123313903808594,353.9407958984375,434.4484558105469,37.822914123535156,83.26900482177734
2022-06-14,130.0352325439453,28.26783561706543,95.37774658203125,433.0564880371094,141.31015014648438,18.478557586669922,31.895322799682617,105.70960235595703,254.64999389648438,149.12632751464844,102.61571502685547,52.64576721191406,216.06570434570312,162.30470275878906,74.89923095703125,65.37339782714844,236.10769653320312,15.792154312133789,135.46510314941406,37.68941879272461,268.73876953125,39.127471923828125,352.8742980957031,427.09515380859375,37.83875274658203,83.4861831665039
2022-06-15,132.6504364013672,28.7979736328125,93.5298843383789,436.8557434082031,138.53541564941406,18.852651596069336,32.18125915527344,108.72986602783203,261.4366455078125,150.72232055664062,103.83027648925781,53.03684616088867,216.19239807128906,167.8757781982422,75.01446533203125,66.2978515625,243.12843322753906,16.481245040893555,136.91416931152344,38.1534538269043,275.44970703125,37.58845138549805,357.9049987792969,429.48150634765625,37.81340789794922,82.43502807617188
2022-06-16,127.39065551757812,28.618268966674805,87.61852264404297,430.1617736816406,131.13043212890625,18.42635726928711,31.074419021606445,105.03404235839844,256.84912109375,150.80210876464844,102.04893493652344,52.50355529785156,212.83502197265625,159.46961975097656,75.24491119384766,64.49256896972656,236.5712432861328,15.557806968688965,136.25474548339844,37.34335708618164,264.3362731933594,34.8363037109375,346.0597229003906,423.3643493652344,38.20618438720703,79.39442443847656
2022-06-17,128.85984802246094,28.681163787841797,80.19292449951172,425.334228515625,125.14237213134766,18.104461669921875,30.723922729492188,106.1335678100586,252.17144775390625,150.25242614746094,101.6890640258789,52.82353973388672,212.10205078125,162.3146514892578,75.00558471679688,63.57684326171875,239.15936279296875,15.83603572845459,136.28076171875,36.596168518066406,267.55047607421875,33.1705436706543,346.8056945800781,419.62353515625,37.46815872192383,74.81614685058594
2022-06-21,133.08145141601562,29.51679229736328,84.93229675292969,440.96917724609375,130.3798065185547,18.539457321166992,31.57249641418457,110.49259185791016,256.6958923339844,153.39999389648438,104.20812225341797,53.95236587524414,216.8168182373047,155.682861328125,78.02814483642578,65.0855941772461,245.04058837890625,16.520132064819336,139.44789123535156,37.83884811401367,274.3006286621094,35.144100189208984,355.5361022949219,445.855712890625,38.6971435546875,79.47260284423828
2022-06-22,132.5720672607422,29.292160034179688,79.6112060546875,437.9697570800781,124.71224975585938,18.330657958984375,31.09286880493164,110.4366226196289,256.45257568359375,155.82057189941406,103.62332916259766,54.35233688354492,219.95700073242188,154.49330139160156,79.02976989746094,64.88502502441406,244.45147705078125,16.314708709716797,140.59324645996094,38.593902587890625,273.90057373046875,33.96721649169922,354.8914794921875,454.5441589355469,38.22835159301758,76.3277587890625
2022-06-23,135.4321746826172,28.824928283691406,75.18836975097656,452.290771484375,120.12417602539062,18.3045597076416,30.493331909179688,111.18400573730469,257.921630859375,159.29624938964844,102.48977661132812,55.00119400024414,220.42758178710938,157.36805725097656,81.54708099365234,64.51001739501953,249.9849853515625,16.18008041381836,142.3893585205078,39.39613723754883,277.9797668457031,31.66771697998047,358.370361328125,463.9472961425781,39.15642547607422,74.02557373046875
2022-06-24,138.75259399414062,29.03158950805664,77.77192687988281,461.2127685546875,122.09773254394531,18.80045509338379,31.295787811279297,116.86296844482422,272.8650207519531,161.628173828125,105.54863739013672,56.032230377197266,224.33692932128906,168.67874145507812,82.54869079589844,67.86763000488281,258.5220031738281,17.07858657836914,144.15081787109375,40.57590103149414,287.5043029785156,31.740150451660156,369.7643127441406,460.0765075683594,39.18810272216797,75.49376678466797
2022-06-27,138.75259399414062,29.067529678344727,79.51341247558594,458.7179870605469,124.45918273925781,18.7569522857666,31.6739559173584,114.74166107177734,271.0895690917969,161.4774169921875,104.70292663574219,55.916690826416016,223.54965209960938,168.01458740234375,83.68327331542969,67.53624725341797,255.80833435058594,16.822294235229492,144.3417205810547,40.80398178100586,285.39642333984375,32.49155044555664,368.35198974609375,469.3775939941406,39.314796447753906,77.34417724609375
2022-06-28,134.61923217773438,28.986661911010742,82.09113311767578,446.2062683105469,126.45805358886719,18.722150802612305,31.627840042114258,110.95172119140625,269.9267883300781,156.88455200195312,104.19912719726562,55.35671615600586,219.7488250732422,159.28125,81.4495849609375,68.16415405273438,247.6866455078125,15.937753677368164,142.31124877929688,39.844444274902344,276.7012634277344,33.46928787231445,360.8254089355469,471.9581298828125,38.760498046875,79.489990234375
